sample_id,customer_text,retrieved_customer_text,retrieved_brand_response,similarity
184,"So, I have multiple @115821 Echos and @115888 Premium for Family. Being able to play music from multiple Spotify accounts to multiple Echos at once seems like a pretty basic requirement. Why can't I do this? Tempted to ditch the Echos for @122986 Homes @AmazonHelp","@115833 whenever I request to play music from Spotify, the device does nothing but has no issue playing music from Amazon",@503613 We're here to help! Is your Spotify account linked with your Amazon account? Please let us know! ^FD,0.1979450680075553
185,"@147807 
I'm a Amazon India prime seller. I need help",@116928 need help,"@216557 Hello Kibwe, how can we help you? ^DA",0.3986257881973211
186,@AmazonHelp Had to buy the audio bit again. Weird. Also very confused by the audible v kindle options. Kindle audio SO much cheaper!,"@AmazonHelp I know there is Kindle Audio Upgrade. But is it possible the other way round, too, if I already have the Audio book?","@406702 Without providing sensitive information over twitter, could you please give us more details? ^AY",0.25015740879731985
187,.@AmazonHelp where’s Thursday night football tonight?? I know it’s #BillsVJets but still. It’s the principle.,@AmazonHelp What happened to Thursday Night Football?,@344056 TNF isn't streaming today. We'll be back on next Thursday! Our full schedule can be found here: https://t.co/eVQs69tMlA ^MB,0.4432050110556564
188,@12393 An update a few months ago has meant I can't buy anything on the Kindle itself. Everytime I try it tells me it is updating &amp; then refuses to recognise the WiFi. &amp; Yes I'm turning it on and off.,@AmazonHelp It was depleted yesterday hence charging over night. Tried turning it on and off this morning but thats when it became unresponsive till now,"@306763 Apologies, is the screen frozen on what's pictured below? Have you done a 40second reboot? ^JJ",0.18880509198420548
189,@AmazonHelp They said all Prime membership types except for invitees and members who get their benefits via an Amazon Household are eligible. Nonsense.,"@AmazonHelp I've just had a direct debit of £79.99 come out for Amazon UK Prime, I'd gone into my account and it says ""You are not an Amazon Prime member."" I really want to get it refunded as ""Paid members who haven't used their benefits are eligible for a full refund.""",@422982 We would love to assist you. Please contact us by phone or chat here:  https://t.co/JzP7hlA23B ^DA,0.23696292828165721
190,"@AmazonHelp Please explain why as a Prime member, 2 day shipping on items is shipped UPS ground? Further explain why even when I paid extra for overnight it was shipped UPS ground? This happens all the time.",@AmazonHelp This happens all the time https://t.co/MQdJtcCkkf,@462912 My team would love to take a closer look at this with you! Please provide us your details here: https://t.co/E1MCOrRu3v ^RM,0.28060100555244716
191,@AmazonHelp Done what happens now?,"@AmazonHelp Done, what next?",@158468 Thank you for letting us know. We'll check and get back to you soon with an update. ^VR,0.5333880318554403
192,@AmazonHelp How will you help me now ?,@AmazonHelp @115821 spoiled my trip..how will you help me,"@311198 I'm sorry about that, we certainly didn't expect this to happen. Please fill your details in the link provided to you earlier ^SC",0.5190466591853619
193,All I want is a full refund in my account for something that I am returning (Unopened package) @AmazonHelp I've done it before &amp; the rep is just going on about giving me hard time on a Full refund. I shouldn't have to sit here for this long.,I can't believe one of your Customer Rep is giving me a hard time on a refund. I've never had this happened before. A Amazon Prime customer shouldn't be treated this way. @AmazonHelp,"@763723 I'm sorry you are having difficulty with a refund.  To provide the best solution, please explain why are you requesting the refund?  ^BT",0.2265477323753861
194,"アマゾンファイアスティック、ふつうにヤバい発明じゃないですかね…
エウレカ見てたら一日終わるんですけど","いきなり来たんだけど
なんですかこれ！！？

@120465 https://t.co/4dhaXWNqB4",@823866 当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iBODo  SM,0.0
195,"@AmazonHelp Yes, been around this loop several times now with junk/spam, only email received had a number of suspicious errors (all documented to you), and advised not to follow the instructions.

Only 'feedback' has been 'we will be in touch' for &gt;2 weeks.

So when should I give up?",@AmazonHelp yes several times.,"@322590 We'd like to get this checked, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",0.16635098721460753
196,@119625 @90949 Any new movies sir?,@119625 Any New telugu movies releasign,"@192014 Watch out for ""Arjun Reddy"" releasing on 13th October 2017! 😉 ^EM",0.5141111920112105
197,@115850 where is this No cost option? https://t.co/6BCpHOQAoA,@115850 where is this ..... https://t.co/SIudl3fzbz,@172139 Please reach out to our support team here: https://t.co/9mwpIdOzZn and we'll help you with the details of the tracking. ^ZH,0.5589436877327898
198,When I call @115850 they say the offer on prime is for two more days but on app it shows different ! https://t.co/6Xht0RsPDz,@AmazonHelp @115821 Two more days and still nothing. Delivery over a week late now. This has been going on for two months.,@122219 We are still working on this! Please be sure to check your e-mail for further updates. ^ZW,0.18218011753619484
199,"@AmazonHelp こちらこそ、不適切な表現で申し訳ございませんでした。
正しい手順と表現で改めて意見させていただきます。",@AmazonHelp こちらこそ、迅速な対応を頂きありがとうございました。,@491714 とんでもないことでございます。今後とも、Amazonをよろしくお願いいたします🙇 YM,1.0
200,きめた！！Kindle fire買う！もう、論文の束とか、本の束とか、あれで読んでやる！！,もう！Amazon意味わかんねえ！,@379246 アマゾンです。当サイトのご利用についてお困りでしょうか。ET,0.8838637789321507
